Sheet Name,Cell Address,Comment,Name,type,Comment Content,isSector,isOpen,otherType,comment2,finalType,Content Only,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,יהודים בלבד,ליהודים בלבד,Unnamed: 18,ערבים בלבד,לערבים בלבד,Unnamed: 21,שאלה פתוחה,פתוח,Unnamed: 24,לנשים בלבד
דמוגרפיה,$L$18,"יניב שפירא:
1 = צפון אפריקה
2 = אסיה
3 = מזרח אירופה
4 = מערב/מרכז אירופה
5 = אמריקה,אפריקה,אוסטרליה
6 = צבר, אב צבר
7 = צבר, אבא צפון אפריקה
8 = צבא, אבא אסיה
9 = צבר, אבא מזרח אירופה
10 = צבר, אבא מערב/מרכז אירופה
11 = צבר, אבא אמריקה,אפריקה,אוסטלריה",,scale,"יניב שפירא:
1 = צפון אפריקה
2 = אסיה
3 = מזרח אירופה
4 = מערב/מרכז אירופה
5 = אמריקה,אפריקה,אוסטרליה
6 = צבר, אב צבר
7 = צבר, אבא צפון אפריקה
8 = צבא, אבא אסיה
9 = צבר, אבא מזרח אירופה
10 = צבר, אבא מערב/מרכז אירופה
11 = צבר, אבא אמריקה,אפריקה,אוסטלריה",unknown,unknown,,,scale,"1 = צפון אפריקה
2 = אסיה
3 = מזרח אירופה
4 = מערב/מרכז אירופה
5 = אמריקה,אפריקה,אוסטרליה
6 = צבר, אב צבר
7 = צבר, אבא צפון אפריקה
8 = צבא, אבא אסיה
9 = צבר, אבא מזרח אירופה
10 = צבר, אבא מערב/מרכז אירופה
11 = צבר, אבא אמריקה,אפריקה,אוסטלריה",,,,,,,,,,,,,,
דמוגרפיה,$T$18,"יניב שפירא:
1 = ישראל-ישראל
2 = ישראל- אסיה/אפריקה
3 = ישראל- אירופה/אמריקה
4 = אסיה/אפריקה-אסיה/אפריקה
5 = אירופה/אמריקה- אירופה/אמריקה
6 = כל צירוף אחר",,scale,"יניב שפירא:
1 = ישראל-ישראל
2 = ישראל- אסיה/אפריקה
3 = ישראל- אירופה/אמריקה
4 = אסיה/אפריקה-אסיה/אפריקה
5 = אירופה/אמריקה- אירופה/אמריקה
6 = כל צירוף אחר",unknown,unknown,,,scale,"1 = ישראל-ישראל
2 = ישראל- אסיה/אפריקה
3 = ישראל- אירופה/אמריקה
4 = אסיה/אפריקה-אסיה/אפריקה
5 = אירופה/אמריקה- אירופה/אמריקה
6 = כל צירוף אחר",,,,,,,,,,,,,,
דמוגרפיה,$AF$18,"יניב שפירא:
1 = אסיה וצפון אפריקה
2 = אירופה ואנגלו-סכסיות
3 = ישראל והאב מאסיה צפון אפריקה
4 = ישראל והאב אירופה או האנגלו-סכסיות
5 = ישראל וגם האב ישראל",,scale,"יניב שפירא:
1 = אסיה וצפון אפריקה
2 = אירופה ואנגלו-סכסיות
3 = ישראל והאב מאסיה צפון אפריקה
4 = ישראל והאב אירופה או האנגלו-סכסיות
5 = ישראל וגם האב ישראל",unknown,unknown,,,scale,"1 = אסיה וצפון אפריקה
2 = אירופה ואנגלו-סכסיות
3 = ישראל והאב מאסיה צפון אפריקה
4 = ישראל והאב אירופה או האנגלו-סכסיות
5 = ישראל וגם האב ישראל",,,,,,,,,,,,,,
דמוגרפיה,$A$19,"יניב שפירא:
יהודים בלבד",יניב שפירא,unknown,יהודים בלבד,sector,unknown,,,sector,יהודים בלבד,,,,,,,,,,,,,,
דמוגרפיה,$Q$19,"יניב שפירא:
1 = יליד הארץ
2 = לפני 1948
3 = 1948-1954
4 = 1955-1960
5 = 61-66
6 = 67-72
7 = 73-77
8 = 78-83
9 = 1984 ומעלה",,scale,"יניב שפירא:
1 = יליד הארץ
2 = לפני 1948
3 = 1948-1954
4 = 1955-1960
5 = 61-66
6 = 67-72
7 = 73-77
8 = 78-83
9 = 1984 ומעלה",unknown,unknown,,,scale,"1 = יליד הארץ
2 = לפני 1948
3 = 1948-1954
4 = 1955-1960
5 = 61-66
6 = 67-72
7 = 73-77
8 = 78-83
9 = 1984 ומעלה",,,,,,,,,,,,,,
דמוגרפיה,$T$19,"יניב שפירא:
1 = יליד הארץ
2 = לפני 1948
3 = 1948-1954
4 = 1955-1960
5 = 61-66
6 = 67-72
7 = 73-77
8 = 78-79
9 = 1980 ואלך",,scale,"יניב שפירא:
1 = יליד הארץ
2 = לפני 1948
3 = 1948-1954
4 = 1955-1960
5 = 61-66
6 = 67-72
7 = 73-77
8 = 78-79
9 = 1980 ואלך",unknown,unknown,,,scale,"1 = יליד הארץ
2 = לפני 1948
3 = 1948-1954
4 = 1955-1960
5 = 61-66
6 = 67-72
7 = 73-77
8 = 78-79
9 = 1980 ואלך",,,,,,,,,,,,,,
דמוגרפיה,$A$20,"יניב שפירא:
יהודים בלבד",יניב שפירא,unknown,יהודים בלבד,sector,unknown,,,sector,יהודים בלבד,,,,,,,,,,,,,,
דמוגרפיה,$B$20,"adi:
1 = אשכנזי
2 = ספרדי
3 = מזרחי
4 = אחר (פרט):_____",,scale,"adi:
1 = אשכנזי
2 = ספרדי
3 = מזרחי
4 = אחר (פרט):_____",unknown,unknown,,,scale,"1 = אשכנזי
2 = ספרדי
3 = מזרחי
4 = אחר (פרט):_____",,,,,,,,,,,,,,
דמוגרפיה,$D$20,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = מזרחי
4 = אחר
5 = מעורב
6 = לא זה ולא זה, לא מגדיר את עצמי לפי מוצא עדתי",,scale,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = מזרחי
4 = אחר
5 = מעורב
6 = לא זה ולא זה, לא מגדיר את עצמי לפי מוצא עדתי",unknown,unknown,,,scale,"1 = אשכנזי
2 = ספרדי
3 = מזרחי
4 = אחר
5 = מעורב
6 = לא זה ולא זה, לא מגדיר את עצמי לפי מוצא עדתי",,,,,,,,,,,,,,
דמוגרפיה,$N$20,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",,scale,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",unknown,unknown,,,scale,"1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",,,,,,,,,,,,,,
דמוגרפיה,$O$20,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה
4 = שניהם",,scale,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה
4 = שניהם",unknown,unknown,,,scale,"1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה
4 = שניהם",,,,,,,,,,,,,,
דמוגרפיה,$P$20,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",,scale,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",unknown,unknown,,,scale,"1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",,,,,,,,,,,,,,
דמוגרפיה,$Q$20,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה
4 = שניהם",,scale,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה
4 = שניהם",unknown,unknown,,,scale,"1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה
4 = שניהם",,,,,,,,,,,,,,
דמוגרפיה,$S$20,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",,scale,"יניב שפירא:
1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",unknown,unknown,,,scale,"1 = אשכנזי
2 = ספרדי
3 = לא זה ולא זה",,,,,,,,,,,,,,
דמוגרפיה,$L$21,"יניב שפירא:
1 = כן
2 = לא",,scale,"יניב שפירא:
1 = כן
2 = לא",unknown,unknown,,,scale,"1 = כן
2 = לא",,,,,,,,,,,,,,
דמוגרפיה,$B$22,"adi:
1 = ישראלי
2 = יהודי (לערבים: פלסטיני)
3 = העדה שלי (לערבים: הדת שלי)
4 = החילוניות/דתיות שלי",,scale,"adi:
1 = ישראלי
2 = יהודי (לערבים: פלסטיני)
3 = העדה שלי (לערבים: הדת שלי)
4 = החילוניות/דתיות שלי",unknown,unknown,,,scale,"1 = ישראלי
2 = יהודי (לערבים: פלסטיני)
3 = העדה שלי (לערבים: הדת שלי)
4 = החילוניות/דתיות שלי",,,,,,,,,,,,,,
דמוגרפיה,$I$22,"יניב שפירא:
רק יהודים
1 = ישראלי
2 = יהודי
3 = העדה שלי
4 = החילוניות/דתיות שלי",,scale,"יניב שפירא:
רק יהודים
1 = ישראלי
2 = יהודי
3 = העדה שלי
4 = החילוניות/דתיות שלי",unknown,unknown,,,scale,"רק יהודים
1 = ישראלי
2 = יהודי
3 = העדה שלי
4 = החילוניות/דתיות שלי",,,,,,,,,,,,,,
דמוגרפיה,$L$22,"יניב שפירא:
1 = ישראלי (ערבי)
2 = פלסטיני
3 = ערבי
4 = הדת שלי (מוסלמי/נוצרי/דרוזי)
5 = ישראלי (יהודי)
6 = יהודי
7 = העדה שלי
8 = החילוניות/דתיות שלי",,scale,"יניב שפירא:
1 = ישראלי (ערבי)
2 = פלסטיני
3 = ערבי
4 = הדת שלי (מוסלמי/נוצרי/דרוזי)
5 = ישראלי (יהודי)
6 = יהודי
7 = העדה שלי
8 = החילוניות/דתיות שלי",unknown,unknown,,,scale,"1 = ישראלי (ערבי)
2 = פלסטיני
3 = ערבי
4 = הדת שלי (מוסלמי/נוצרי/דרוזי)
5 = ישראלי (יהודי)
6 = יהודי
7 = העדה שלי
8 = החילוניות/דתיות שלי",,,,,,,,,,,,,,
דמוגרפיה,$M$22,"יניב שפירא:
1 = ישראלי
2 = יהודי
3 = העדה שלי
4 = חילוניות/דתיות שלי",,scale,"יניב שפירא:
1 = ישראלי
2 = יהודי
3 = העדה שלי
4 = חילוניות/דתיות שלי",unknown,unknown,,,scale,"1 = ישראלי
2 = יהודי
3 = העדה שלי
4 = חילוניות/דתיות שלי",,,,,,,,,,,,,,
דמוגרפיה,$A$26,"יניב שפירא:
יהודים בלבד",יניב שפירא,unknown,יהודים בלבד,sector,unknown,,,sector,יהודים בלבד,,,,,,,,,,,,,,
דמוגרפיה,$D$26,"יניב שפירא:
1 = לא למד
2 = למד במסגרת דתית",,scale,"יניב שפירא:
1 = לא למד
2 = למד במסגרת דתית",unknown,unknown,,,scale,"1 = לא למד
2 = למד במסגרת דתית",,,,,,,,,,,,,,
דמוגרפיה,$A$27,"יניב שפירא:
ב2022 הוצאה עמדה על 16,000 ₪ 
ב2019 הוצאה עמדה על 15,000 ₪ 
ב2015 ההוצאה עמדה על 14,000 ₪ ",,scale,"יניב שפירא:
ב2022 הוצאה עמדה על 16,000 ₪ 
ב2019 הוצאה עמדה על 15,000 ₪ 
ב2015 ההוצאה עמדה על 14,000 ₪ ",unknown,unknown,,,scale,"ב2022 הוצאה עמדה על 16,000 ₪ 
ב2019 הוצאה עמדה על 15,000 ₪ 
ב2015 ההוצאה עמדה על 14,000 ₪ ",,,,,,,,,,,,,,
דמוגרפיה,$D$27,"יניב שפירא:
1 = הרבה מתחת לממוצע
2 = מעט מתחת לממוצע
3 = כמו הממוצע
4 = מעט מעל הממוצע
5 = הרבה מעל הממוצע",,scale,"יניב שפירא:
1 = הרבה מתחת לממוצע
2 = מעט מתחת לממוצע
3 = כמו הממוצע
4 = מעט מעל הממוצע
5 = הרבה מעל הממוצע",unknown,unknown,,,scale,"1 = הרבה מתחת לממוצע
2 = מעט מתחת לממוצע
3 = כמו הממוצע
4 = מעט מעל הממוצע
5 = הרבה מעל הממוצע",,,,,,,,,,,,,,
דמוגרפיה,$I$27,"יניב שפירא:
1 = הרבה מעל הממוצע
2 = מעט מעל הממוצע
3 = כמו הממוצע
4 = מעט מתחת לממוצע
5 = הרבה מתחת לממוצע",,scale,"יניב שפירא:
1 = הרבה מעל הממוצע
2 = מעט מעל הממוצע
3 = כמו הממוצע
4 = מעט מתחת לממוצע
5 = הרבה מתחת לממוצע",unknown,unknown,,,scale,"1 = הרבה מעל הממוצע
2 = מעט מעל הממוצע
3 = כמו הממוצע
4 = מעט מתחת לממוצע
5 = הרבה מתחת לממוצע",,,,,,,,,,,,,,
דמוגרפיה,$S$27,"יניב שפירא:
1 = הרבה מתחת לממוצע
2 = מעט מתחת לממוצע
3 = כמו הממוצע
4 = מעט מעל הממוצע
5 = הרבה מעל הממוצע",,scale,"יניב שפירא:
1 = הרבה מתחת לממוצע
2 = מעט מתחת לממוצע
3 = כמו הממוצע
4 = מעט מעל הממוצע
5 = הרבה מעל הממוצע",unknown,unknown,,,scale,"1 = הרבה מתחת לממוצע
2 = מעט מתחת לממוצע
3 = כמו הממוצע
4 = מעט מעל הממוצע
5 = הרבה מעל הממוצע",,,,,,,,,,,,,,
דמוגרפיה,$T$28,"יניב שפירא:
1 = עד 1,000
2 = 1,001-1,500
3 = 1,501-2,000
4 = 2,001-2,500
5 = 2,501-3,000
6 = 3,001-4,000
7 = 4,001-5,000
8 = 5,001-6,000
9 = 6,001-7,000
10 = 7,001 +",,scale,"יניב שפירא:
1 = עד 1,000
2 = 1,001-1,500
3 = 1,501-2,000
4 = 2,001-2,500
5 = 2,501-3,000
6 = 3,001-4,000
7 = 4,001-5,000
8 = 5,001-6,000
9 = 6,001-7,000
10 = 7,001 +",unknown,unknown,,,scale,"1 = עד 1,000
2 = 1,001-1,500
3 = 1,501-2,000
4 = 2,001-2,500
5 = 2,501-3,000
6 = 3,001-4,000
7 = 4,001-5,000
8 = 5,001-6,000
9 = 6,001-7,000
10 = 7,001 +",,,,,,,,,,,,,,
דמוגרפיה,$T$29,"יניב שפירא:
1 = חדר אחד
2 = שני חדרים
3 = שלושה חדרים
4 = ארבעה חדרים
5 = חמישה חדרים
6 = שישה חדרים
7 = שבעה חדרים
8 = שמונה חדרים
9 = תשעה חדשים ויותר",,scale,"יניב שפירא:
1 = חדר אחד
2 = שני חדרים
3 = שלושה חדרים
4 = ארבעה חדרים
5 = חמישה חדרים
6 = שישה חדרים
7 = שבעה חדרים
8 = שמונה חדרים
9 = תשעה חדשים ויותר",unknown,unknown,,,scale,"1 = חדר אחד
2 = שני חדרים
3 = שלושה חדרים
4 = ארבעה חדרים
5 = חמישה חדרים
6 = שישה חדרים
7 = שבעה חדרים
8 = שמונה חדרים
9 = תשעה חדשים ויותר",,,,,,,,,,,,,,
דמוגרפיה,$T$30,"יניב שפירא:
1 = 1
2 = 2
3 = 3
4 = 4
5 = 5
6 = 6
7 = 7
8 = 8
9 = 9+",,scale,"יניב שפירא:
1 = 1
2 = 2
3 = 3
4 = 4
5 = 5
6 = 6
7 = 7
8 = 8
9 = 9+",unknown,unknown,,,scale,"1 = 1
2 = 2
3 = 3
4 = 4
5 = 5
6 = 6
7 = 7
8 = 8
9 = 9+",,,,,,,,,,,,,,
דמוגרפיה,$AF$30,"יניב שפירא:
מס' הילדים שגרים בבית",יניב שפירא,unknown,מס' הילדים שגרים בבית,unknown,unknown,rephrase,,rephrase,מס' הילדים שגרים בבית,,,,,,,,,,,,,,
דמוגרפיה,$S$31,"יניב שפירא:
צפיפות
מדד אחד לחדרים\נפשות",,scale,"יניב שפירא:
צפיפות
מדד אחד לחדרים\נפשות",unknown,unknown,,,scale,"צפיפות
מדד אחד לחדרים\נפשות",,,,,,,,,,,,,,
דמוגרפיה,$AF$31,"יניב שפירא:
1 = עד ולא כולל 1
2 = 1-1.99
2 = 2-2.99
3 = 3-3.99
4 = 4+",,scale,"יניב שפירא:
1 = עד ולא כולל 1
2 = 1-1.99
2 = 2-2.99
3 = 3-3.99
4 = 4+",unknown,unknown,,,scale,"1 = עד ולא כולל 1
2 = 1-1.99
2 = 2-2.99
3 = 3-3.99
4 = 4+",,,,,,,,,,,,,,
דמוגרפיה,$D$32,"יניב שפירא:
1 = יהודי
2 = מוסלמי
3 = נוצרי
4 = דרוזי
5 = אחר",,scale,"יניב שפירא:
1 = יהודי
2 = מוסלמי
3 = נוצרי
4 = דרוזי
5 = אחר",unknown,unknown,,,scale,"1 = יהודי
2 = מוסלמי
3 = נוצרי
4 = דרוזי
5 = אחר",,,,,,,,,,,,,,
דמוגרפיה,$K$32,"יניב שפירא:
לא ליהודים
1 = מוסלמי
2 = נוצרי
3 = דרוזי",,scale,"יניב שפירא:
לא ליהודים
1 = מוסלמי
2 = נוצרי
3 = דרוזי",unknown,unknown,,,scale,"לא ליהודים
1 = מוסלמי
2 = נוצרי
3 = דרוזי",,,,,,,,,,,,,,
דמוגרפיה,$L$32,"יניב שפירא:
5 = מוסלמי
6 = נוצרי
7 = דרוזי",,scale,"יניב שפירא:
5 = מוסלמי
6 = נוצרי
7 = דרוזי",unknown,unknown,,,scale,"5 = מוסלמי
6 = נוצרי
7 = דרוזי",,,,,,,,,,,,,,
דמוגרפיה,$D$33,"יניב שפירא:
1 = דתי מאד, חרדי
2 = דתי
3 = מסורתי דתי
4 = מסורתי לא כ""כ דתי
5 = לא דתי, חילוני",,scale,"יניב שפירא:
1 = דתי מאד, חרדי
2 = דתי
3 = מסורתי דתי
4 = מסורתי לא כ""כ דתי
5 = לא דתי, חילוני",unknown,unknown,,,scale,"1 = דתי מאד, חרדי
2 = דתי
3 = מסורתי דתי
4 = מסורתי לא כ""כ דתי
5 = לא דתי, חילוני",,,,,,,,,,,,,,
דמוגרפיה,$H$33,"יניב שפירא:
1 = חילוני
2 = מסורתי
3 = דתי
4 = חרדי",,scale,"יניב שפירא:
1 = חילוני
2 = מסורתי
3 = דתי
4 = חרדי",unknown,unknown,,,scale,"1 = חילוני
2 = מסורתי
3 = דתי
4 = חרדי",,,,,,,,,,,,,,
